iter	Logloss
494	0.2853382633
495	0.2852287581
496	0.2851611352
497	0.2850732063
498	0.284955335
499	0.2848731525
500	0.284661029
501	0.2845970597
502	0.2844491474
503	0.2843439825
504	0.2841082636
505	0.2840041462
506	0.2839315661
507	0.2837031049
508	0.2836197373
509	0.2834951307
510	0.2834280514
511	0.283319678
512	0.2832552174
513	0.2831333557
514	0.2828234192
515	0.282753594
516	0.2826037538
517	0.2825002651
518	0.2824047281
519	0.2822767664
520	0.2821840148
521	0.282110213
522	0.2820397129
523	0.2819700616
524	0.28189199
525	0.281809753
526	0.2817253052
527	0.2816582051
528	0.281546105
529	0.2814621523
530	0.281360269
531	0.2812890234
532	0.2811513096
533	0.2810365447
534	0.2809023966
535	0.2808005792
536	0.2805847021
537	0.2804899587
538	0.2803197512
539	0.2801717909
540	0.2800591391
541	0.2799080327
542	0.2797892795
543	0.2796654552
544	0.2795682761
545	0.2794927565
546	0.2794149621
547	0.2793002648
548	0.2791854577
549	0.2790725671
550	0.2789373735
551	0.2787936396
552	0.2786599807
553	0.2785324074
554	0.2784422375
555	0.2781641646
556	0.2779660549
557	0.2778964208
558	0.2778027837
559	0.2776778883
560	0.2775975373
561	0.2775632835
562	0.2773587262
563	0.2772401537
564	0.2771571612
565	0.2771127868
566	0.2770080468
567	0.2768525098
568	0.2767114889
569	0.2766190045
570	0.2765046553
571	0.2763580688
572	0.2762485596
573	0.276188819
574	0.2760310809
575	0.2759682942
576	0.2758465666
577	0.2757837058
578	0.2757279366
579	0.2755982878
580	0.275514024
581	0.2754381379
582	0.2753693127
583	0.2752585634
584	0.2751687894
585	0.2749693723
586	0.2748745284
587	0.2747526342
588	0.2746737471
589	0.2746079362
590	0.2744812466
591	0.2744097826
592	0.2743364625
593	0.2740849633
594	0.2740221222
595	0.2739401413
596	0.2738255422
597	0.2737619558
598	0.2736524932
599	0.2735509339
600	0.2734509074
601	0.2733517018
602	0.2732113496
603	0.273145142
604	0.2730720359
605	0.2729095508
606	0.2728102899
607	0.2726978593
608	0.2725179114
609	0.2723832913
610	0.2723017091
611	0.2722078206
612	0.2721133466
613	0.2719630243
614	0.2718921593
615	0.2718000903
616	0.2717416353
617	0.2715835755
618	0.2715312871
619	0.2714495327
620	0.2713750888
621	0.2711753199
622	0.2710921305
623	0.2709928051
624	0.2708838849
625	0.2707639002
626	0.2706733678
627	0.2706013461
628	0.2705029583
629	0.2704363209
630	0.2703605038
631	0.2702639914
632	0.2701668476
633	0.2700595542
634	0.2699574762
635	0.2698559232
636	0.2697943011
637	0.2697442597
638	0.2696801438
639	0.2695707196
640	0.2694829853
641	0.2693711329
642	0.2692606449
643	0.2691631896
644	0.2690504632
645	0.2690092083
646	0.2688996537
647	0.268795909
648	0.268718483
649	0.2686392636
650	0.2685734061
651	0.2684138779
652	0.2683321979
653	0.2682535094
654	0.2681678762
655	0.2680524429
656	0.2679239181
657	0.2678365017
658	0.2677292399
659	0.2676106324
660	0.2675219466
661	0.2674301411
662	0.267376085
663	0.2673305438
664	0.2672189944
665	0.2671669466
666	0.2670831406
667	0.2670331257
668	0.2669833892
669	0.2668583218
670	0.2667965259
671	0.2667317425
672	0.2666392828
673	0.2665474956
674	0.2664905106
675	0.2662653445
676	0.2661957399
677	0.2661057518
678	0.2660468487
679	0.2659762348
680	0.265843613
681	0.2657951984
682	0.2656440693
683	0.265569528
684	0.265497477
685	0.2654170206
686	0.2653266999
687	0.2651800397
688	0.2651432278
689	0.265011284
690	0.2649153225
691	0.2648270458
692	0.2647265411
693	0.2645368937
694	0.264425434
695	0.2643324455
696	0.2642613563
697	0.264160719
698	0.2640604972
699	0.2639690347
700	0.2638892706
701	0.2638435199
702	0.2637740999
703	0.263675264
704	0.2635875547
705	0.2634594326
706	0.2634005488
707	0.263306074
708	0.2632286282
709	0.2631531452
710	0.2630926145
711	0.2629813543
712	0.2629101827
713	0.2627841583
714	0.2627351859
715	0.2626593815
716	0.2626040318
717	0.2625086531
718	0.2624626491
719	0.2623998411
720	0.2622980012
721	0.2622022025
722	0.2621269536
723	0.2620538928
724	0.2619613495
725	0.2618332777
726	0.2617555508
727	0.2616606383
728	0.2615354728
729	0.2614592687
730	0.2614038735
731	0.2612604074
732	0.2611640574
733	0.2610752431
734	0.260994323
735	0.2608958415
736	0.2608352291
737	0.260724268
738	0.260663599
739	0.2605794719
740	0.260510359
741	0.2604283394
742	0.2603664124
743	0.2602495523
744	0.2602047332
745	0.2601427895
746	0.2600486087
747	0.2599540344
748	0.2599000787
749	0.259840994
750	0.259808185
751	0.2597009504
752	0.259503663
753	0.2594200619
754	0.2592939527
755	0.2592002741
756	0.2590376559
757	0.2589098016
758	0.2588356417
759	0.2587673025
760	0.2586973125
761	0.2586212054
762	0.2585146894
763	0.2584476718
764	0.2583903293
765	0.2583152348
766	0.2582327636
767	0.2580940389
768	0.2580354851
769	0.2579687616
770	0.2579225667
771	0.2578611104
772	0.2577576293
773	0.2576401442
774	0.2575459944
775	0.2574995291
776	0.2574005973
777	0.2573000192
778	0.2571622169
779	0.2570607005
780	0.2569463182
781	0.2568882463
782	0.2567741644
783	0.2566802348
784	0.2565977311
785	0.2565038357
786	0.2564333617
787	0.2563156609
788	0.2562200785
789	0.2561488431
790	0.2560811626
791	0.2560130864
792	0.2558809457
793	0.2558375535
794	0.2557400825
795	0.2556198226
796	0.2555564701
797	0.2555006095
798	0.2554684719
799	0.2554131701
800	0.2553235365
801	0.255251046
802	0.2551753632
803	0.255128564
804	0.2550516157
805	0.2549355549
806	0.2548341705
807	0.2546766436
808	0.2545623081
809	0.2544762768
810	0.2544026807
811	0.2543141399
812	0.2542146562
813	0.2541358209
814	0.2540403435
815	0.2539694502
816	0.2538838319
817	0.2537675422
818	0.2536751946
819	0.2536104858
820	0.25354127
821	0.2534484594
822	0.2533390312
823	0.2532649947
824	0.2531337688
825	0.2530815443
826	0.2529913019
827	0.2529358981
828	0.2528768089
829	0.252772796
830	0.2527261761
831	0.2526346969
832	0.2525568042
833	0.2524670058
834	0.2523837368
835	0.2523174088
836	0.252264751
837	0.2521960564
838	0.2521463343
839	0.2520942882
840	0.2519929844
841	0.2519241116
842	0.251860136
843	0.2517874541
844	0.2517240422
845	0.251683934
846	0.2515944473
847	0.2515225987
848	0.2514664856
849	0.2513717491
850	0.251326447
851	0.2512723543
852	0.2511738205
853	0.2510878252
854	0.2510553967
855	0.2510089166
856	0.2509294098
857	0.2508505305
858	0.2507617292
859	0.2506701585
860	0.2505833203
861	0.2505254832
862	0.2504472762
863	0.2503935617
864	0.250303001
865	0.2502187381
866	0.2501322211
867	0.2500895094
868	0.2500022478
869	0.2499239658
870	0.2497620315
871	0.2496886995
872	0.2496256533
873	0.2495498228
874	0.2494741962
875	0.2494409972
876	0.2494067133
877	0.2493281512
878	0.2492274635
879	0.2491456196
880	0.2490498823
881	0.2489596608
882	0.2488962285
883	0.2488464823
884	0.2487556021
885	0.248660244
886	0.2486114344
887	0.2485641763
888	0.2485094381
889	0.2484677765
890	0.2484159278
891	0.2483659454
892	0.248331628
893	0.2482884102
894	0.2482260198
895	0.2481660153
896	0.2480980163
897	0.2480138608
898	0.2479469373
899	0.2478956899
900	0.2478570001
901	0.2477738965
902	0.2476885919
903	0.2475975471
904	0.2475471201
905	0.2473942909
906	0.2473095202
907	0.247207826
908	0.247129738
909	0.2470500754
910	0.2470012078
911	0.2469512379
912	0.2468818133
913	0.2468002396
914	0.2467453992
915	0.2466933127
916	0.246626756
917	0.2465561161
918	0.2465114106
919	0.2464218368
920	0.246376824
921	0.246319139
922	0.2462361281
923	0.2461824808
924	0.2461165357
925	0.2460557875
926	0.2459868685
927	0.2459195245
928	0.2458744296
929	0.2458227513
930	0.2457256539
931	0.2456509901
932	0.2456097091
933	0.2455488327
934	0.2454171061
935	0.2453305395
936	0.2452674483
937	0.2452055464
938	0.2451449114
939	0.245086907
940	0.2450040382
941	0.2449458135
942	0.2448463586
943	0.2447702245
944	0.2446889191
945	0.2446017081
946	0.2445249212
947	0.2444588694
948	0.2443973358
949	0.2443615715
950	0.2442605177
951	0.244205736
952	0.2441326117
953	0.2440684027
954	0.2439999892
955	0.2439713306
956	0.2439314686
957	0.243844797
958	0.243754017
959	0.2436560976
960	0.2435791882
961	0.2435285002
962	0.2434835398
963	0.2434354468
964	0.2433643806
965	0.2432862045
966	0.2432227312
967	0.2431893732
968	0.2431465001
969	0.2430455648
970	0.2429955157
971	0.2429236901
972	0.2428654479
973	0.2428164964
974	0.2427762213
975	0.2427268625
976	0.2426730686
977	0.242613052
978	0.2425172589
979	0.2424312036
980	0.2423919493
981	0.2423212484
982	0.2422737829
983	0.2422376221
984	0.2421854285
985	0.2421380687
986	0.2420765093
987	0.2420265057
988	0.2419553401
989	0.2419137765
990	0.2418476267
991	0.2417735741
992	0.2417296121
993	0.2416534503
994	0.241569562
995	0.2414197759
996	0.2413616309
997	0.2412787022
998	0.2411917191
999	0.2411346327
